,Neuron,Target,Number of Connections,Neurotransmitter
2197,VA3,DD2,11.0,exc
2198,VA3,VA4,1.0,exc
2199,VA3,VD2,3.0,exc
2200,VA3,VD3,3.0,exc
2201,VA4,AVDL,1.0,exc
2202,VA4,DD2,21.0,exc
2203,VA4,VB3,2.0,exc
2204,VA4,VD4,3.0,exc
2205,VA5,DD2,5.0,exc
2206,VA5,DD3,13.0,exc
2207,VA5,VD5,2.0,exc
2208,VA6,DD3,24.0,exc
2209,VA6,VB5,2.0,exc
2210,VA6,VD5,1.0,exc
2211,VA6,VD6,2.0,exc
2212,VA7,DD3,3.0,exc
2213,VA7,DD4,12.0,exc
2214,VA7,VD7,9.0,exc
2215,VA8,DD4,21.0,exc
2216,VA8,VA9,1.0,exc
2217,VA8,VB6,1.0,exc
2218,VA8,VB8,1.0,exc
2219,VA8,VD7,5.0,exc
2220,VA8,VD8,5.0,exc
2221,VA9,DD4,3.0,exc
2222,VA9,DD5,15.0,exc
2223,VA9,PVT,1.0,exc
2224,VA9,VB8,6.0,exc
2225,VA9,VD9,10.0,exc
2226,VB1,AIBR,1.0,exc
2227,VB1,DD1,1.0,exc
2228,VB1,DVA,1.0,exc
2229,VB1,RIML,2.0,exc
2230,VB1,RMFL,2.0,exc
2231,VB1,SAADL,9.0,exc
2232,VB1,SAADR,2.0,exc
2233,VB1,SABD,1.0,exc
2234,VB1,VA1,3.0,exc
2235,VB1,VA3,1.0,exc
2236,VB1,VD1,3.0,exc
2237,VB1,VD2,1.0,exc
2238,VB10,DD6,9.0,exc
2239,VB10,PVT,1.0,exc
2240,VB10,VD11,1.0,exc
2241,VB10,VD12,2.0,exc
2242,VB11,DD6,7.0,exc
2243,VB11,PVCR,1.0,exc
2244,VB11,VA12,1.0,exc
2245,VB2,DD1,20.0,exc
2246,VB2,DD2,1.0,exc
2247,VB2,VA2,1.0,exc
2248,VB2,VC2,1.0,exc
2249,VB2,VD2,9.0,exc
2250,VB2,VD3,3.0,exc
2251,VB3,DD2,37.0,exc
2252,VB3,VA4,1.0,exc
2253,VB4,DD2,6.0,exc
2254,VB4,DD3,16.0,exc
2255,VB5,DD3,27.0,exc
2256,VB5,VD6,7.0,exc
2257,VB6,DD4,30.0,exc
2258,VB6,VA8,1.0,exc
2259,VB6,VB7,1.0,exc
2260,VB6,VD6,1.0,exc
2261,VB6,VD7,8.0,exc
2262,VB7,DD4,2.0,exc
2263,VB8,DD5,30.0,exc
2264,VB8,VA9,9.0,exc
2265,VB8,VB9,3.0,exc
2266,VB8,VD10,1.0,exc
2267,VB8,VD9,10.0,exc
2268,VB9,DD5,8.0,exc
2269,VB9,VB8,1.0,exc
2270,VB9,VD10,5.0,exc
2271,VC1,AVL,2.0,exc
2272,VC1,DD1,7.0,exc
2273,VC1,DD2,6.0,exc
2274,VC1,DD3,6.0,exc
2275,VC1,DVC,1.0,exc
2276,VC1,PVT,2.0,exc
2277,VC1,VC2,3.0,exc
2278,VC1,VC3,1.0,exc
